"","year_month","continent","countries_and_territories","country_territory_code","population_2019","cases","deaths"
"1672","2020-10","America","Puerto_Rico","PRI",2933404,17276,166
"1673","2020-10","America","Saint_Kitts_and_Nevis","KNA",52834,0,0
"1674","2020-10","America","Saint_Lucia","LCA",182795,51,0
"1675","2020-10","America","Saint_Vincent_and_the_Grenadines","VCT",110593,10,0
"1676","2020-10","America","Sint_Maarten","SXM",42389,146,0
"1677","2020-10","America","Suriname","SUR",581363,338,7
"1678","2020-10","America","Trinidad_and_Tobago","TTO",1394969,1205,33
"1679","2020-10","America","Turks_and_Caicos_islands","TCA",38194,17,0
"1680","2020-10","America","United_States_of_America","USA",329064917,1856366,23710
"1681","2020-10","America","United_States_Virgin_Islands","VIR",104579,44,1
"1682","2020-10","America","Uruguay","URY",3461731,1049,10
"1683","2020-10","America","Venezuela","VEN",28515829,17226,172
"1684","2020-10","Asia","Afghanistan","AFG",38041757,2171,78
"1685","2020-10","Asia","Bahrain","BHR",1641164,11044,73
"1686","2020-10","Asia","Bangladesh","BGD",163046173,44321,686
"1687","2020-10","Asia","Bhutan","BTN",763094,67,0
"1688","2020-10","Asia","Brunei_Darussalam","BRN",433296,2,0
"1689","2020-10","Asia","Cambodia","KHM",16486542,13,0
"1690","2020-10","Asia","China","CHN",1433783692,771,0
"1691","2020-10","Asia","India","IND",1366417756,1911356,24144
"1692","2020-10","Asia","Indonesia","IDN",270625567,124221,3181
"1693","2020-10","Asia","Iran","IRN",82913893,151315,8492
"1694","2020-10","Asia","Iraq","IRQ",39309789,112343,1740
"1695","2020-10","Asia","Israel","ISR",8519373,76775,986
"1696","2020-10","Asia","Japan","JPN",126860299,17382,191
"1697","2020-10","Asia","Jordan","JOR",10101697,59257,715
"1698","2020-10","Asia","Kazakhstan","KAZ",18551428,8992,148
"1699","2020-10","Asia","Kuwait","KWT",4207077,20769,166
"1700","2020-10","Asia","Kyrgyzstan","KGZ",6415851,12209,81
"1701","2020-10","Asia","Laos","LAO",7169456,1,0
"1702","2020-10","Asia","Lebanon","LBN",6855709,41152,264
"1703","2020-10","Asia","Malaysia","MYS",31949789,19764,115
"1704","2020-10","Asia","Maldives","MDV",530957,1449,3
"1705","2020-10","Asia","Mongolia","MNG",3225166,33,0
"1706","2020-10","Asia","Myanmar","MMR",54045422,39071,935
"1707","2020-10","Asia","Nepal","NPL",28608715,91977,429
"1708","2020-10","Asia","Oman","OMN",4974992,15849,273
"1709","2020-10","Asia","Pakistan","PAK",216565317,20730,327
"1710","2020-10","Asia","Palestine","PSE",4981422,14627,192
"1711","2020-10","Asia","Philippines","PHL",108116622,69630,1737
"1712","2020-10","Asia","Qatar","QAT",2832071,6810,18
"1713","2020-10","Asia","Saudi_Arabia","SAU",34268529,12693,644
"1714","2020-10","Asia","Singapore","SGP",5804343,261,1
"1715","2020-10","Asia","South_Korea","KOR",51225321,2699,51
"1716","2020-10","Asia","Sri_Lanka","LKA",21323734,7050,6
"1717","2020-10","Asia","Syria","SYR",17070132,1535,88
"1718","2020-10","Asia","Taiwan","CNG1925",23773881,41,0
"1719","2020-10","Asia","Tajikistan","TJK",9321023,1251,7
"1720","2020-10","Asia","Thailand","THA",69625581,216,0
"1721","2020-10","Asia","Timor_Leste","TLS",1293120,2,0
"1722","2020-10","Asia","United_Arab_Emirates","ARE",9770526,38418,74
"1723","2020-10","Asia","Uzbekistan","UZB",32981715,10109,95
"1724","2020-10","Asia","Vietnam","VNM",96462108,83,0
"1725","2020-10","Asia","Yemen","YEM",29161922,28,12
"1726","2020-10","Europe","Albania","ALB",2862427,7116,118
"1727","2020-10","Europe","Andorra","AND",76177,2699,22
"1728","2020-10","Europe","Armenia","ARM",2957728,39912,383
"1729","2020-10","Europe","Austria","AUT",8858775,56836,283
"1730","2020-10","Europe","Azerbaijan","AZE",10047719,14055,128
"1731","2020-10","Europe","Belarus","BLR",9452409,19239,149
"1732","2020-10","Europe","Belgium","BEL",11455519,320023,1657
"1733","2020-10","Europe","Bosnia_and_Herzegovina","BIH",3300998,20931,376
"1734","2020-10","Europe","Bulgaria","BGR",7000039,30494,440
"1735","2020-10","Europe","Croatia","HRV",4076246,30167,256
"1736","2020-10","Europe","Cyprus","CYP",875899,2474,3
"1737","2020-10","Europe","Czechia","CZE",10649800,255830,2442
"1738","2020-10","Europe","Denmark","DNK",5806081,17761,69
"1739","2020-10","Europe","Estonia","EST",1324820,1456,9
"1740","2020-10","Europe","Faroe_Islands","FRO",48677,31,0
"1741","2020-10","Europe","Finland","FIN",5517919,6018,15
"1742","2020-10","Europe","France","FRA",67012883,781294,4672
"1743","2020-10","Europe","Georgia","GEO",3996762,33070,274
"1744","2020-10","Europe","Germany","DEU",83019213,229534,964
"1745","2020-10","Europe","Gibraltar","GIB",33706,302,0
"1746","2020-10","Europe","Greece","GRC",10724599,19073,232
"1747","2020-10","Europe","Guernsey","GGY",64468,11,0
"1748","2020-10","Europe","Holy_See","VAT",815,14,0
"1749","2020-10","Europe","Hungary","HUN",9772756,48860,985
"1750","2020-10","Europe","Iceland","ISL",356991,2102,2
"1751","2020-10","Europe","Ireland","IRL",4904240,24853,110
"1752","2020-10","Europe","Isle_of_Man","IMN",84589,13,0
"1753","2020-10","Europe","Italy","ITA",60359546,334663,2446
"1754","2020-10","Europe","Jersey","JEY",107796,165,0
"1755","2020-10","Europe","Kosovo","XKX",1798506,3754,53
"1756","2020-10","Europe","Latvia","LVA",1919968,3950,32
"1757","2020-10","Europe","Liechtenstein","LIE",38378,403,1
"1758","2020-10","Europe","Lithuania","LTU",2794184,9245,65
"1759","2020-10","Europe","Luxembourg","LUX",613894,8703,28
"1760","2020-10","Europe","Malta","MLT",493559,2983,25
"1761","2020-10","Europe","Moldova","MDA",4043258,23172,456
"1762","2020-10","Europe","Monaco","MCO",33085,141,0
"1763","2020-10","Europe","Montenegro","MNE",622182,7491,130
"1764","2020-10","Europe","Netherlands","NLD",17282163,223554,951
"1765","2020-10","Europe","North_Macedonia","MKD",2077132,12662,245
"1766","2020-10","Europe","Norway","NOR",5328212,5775,8
"1767","2020-10","Europe","Poland","POL",37972812,250872,2868
"1768","2020-10","Europe","Portugal","PRT",10276617,62555,505
"1769","2020-10","Europe","Romania","ROU",19414458,110172,2075
"1770","2020-10","Europe","Russia","RUS",145872260,432171,7111
"1771","2020-10","Europe","San_Marino","SMR",34453,201,0
"1772","2020-10","Europe","Serbia","SRB",6963764,11658,65
"1773","2020-10","Europe","Slovakia","SVK",5450421,45517,167
"1774","2020-10","Europe","Slovenia","SVN",2080908,27023,87
"1775","2020-10","Europe","Spain","ESP",46937060,416490,4087
"1776","2020-10","Europe","Sweden","SWE",10230185,35895,142
"1777","2020-10","Europe","Switzerland","CHE",8544527,100977,254
"1778","2020-10","Europe","Turkey","TUR",82003882,55882,2047
"1779","2020-10","Europe","Ukraine","UKR",43993643,173797,2976
"1780","2020-10","Europe","United_Kingdom","GBR",66647112,543589,4157
"1781","2020-10","Oceania","Australia","AUS",25203200,519,25
"1782","2020-10","Oceania","Fiji","FJI",889955,2,0
"1783","2020-10","Oceania","French_Polynesia","PYF",279285,5596,22
"1784","2020-10","Oceania","Guam","GUM",167295,2238,32
"1785","2020-10","Oceania","Marshall_Islands","MHL",58791,1,0
"1786","2020-10","Oceania","New_Caledonia","NCL",282757,1,0
"1787","2020-10","Oceania","New_Zealand","NZL",4783062,121,0
"1788","2020-10","Oceania","Northern_Mariana_Islands","MNP",57213,22,0
"1789","2020-10","Oceania","Papua_New_Guinea","PNG",8776119,55,0
"1790","2020-10","Oceania","Solomon_Islands","SLB",669821,8,0
"1791","2020-11","Africa","Algeria","DZA",43053054,24570,454
"1792","2020-11","Africa","Angola","AGO",31825299,4834,71
"1793","2020-11","Africa","Benin","BEN",11801151,331,2
"1794","2020-11","Africa","Botswana","BWA",2303703,3350,7
"1795","2020-11","Africa","Burkina_Faso","BFA",20321383,379,1
"1796","2020-11","Africa","Burundi","BDI",11530577,99,0
"1797","2020-11","Africa","Cameroon","CMR",25876387,2324,11
"1798","2020-11","Africa","Cape_Verde","CPV",549936,1832,9
"1799","2020-11","Africa","Central_African_Republic","CAF",4745179,47,1
"1800","2020-11","Africa","Chad","TCD",15946882,199,3
"1801","2020-11","Africa","Comoros","COM",850891,74,0
"1802","2020-11","Africa","Congo","COG",5380504,484,2
"1803","2020-11","Africa","Cote_dIvoire","CIV",25716554,618,7
"1804","2020-11","Africa","Democratic_Republic_of_the_Congo","COD",86790568,1396,26
"1805","2020-11","Africa","Djibouti","DJI",973557,118,0
"1806","2020-11","Africa","Egypt","EGY",100388076,8165,378
"1807","2020-11","Africa","Equatorial_Guinea","GNQ",1355982,65,2
"1808","2020-11","Africa","Eritrea","ERI",3497117,116,0
"1809","2020-11","Africa","Eswatini","SWZ",1148133,501,4
"1810","2020-11","Africa","Ethiopia","ETH",112078727,13745,236
"1811","2020-11","Africa","Gabon","GAB",2172578,223,4
"1812","2020-11","Africa","Gambia","GMB",2347696,64,4
"1813","2020-11","Africa","Ghana","GHA",30417858,3514,3
"1814","2020-11","Africa","Guinea","GIN",12771246,967,4
"1815","2020-11","Africa","Guinea_Bissau","GNB",1920917,19,2
"1816","2020-11","Africa","Kenya","KEN",52573967,29519,471
"1817","2020-11","Africa","Lesotho","LSO",2125267,162,1
"1818","2020-11","Africa","Liberia","LBR",4937374,169,1
"1819","2020-11","Africa","Libya","LBY",6777453,21802,319
"1820","2020-11","Africa","Madagascar","MDG",26969306,373,7
"1821","2020-11","Africa","Malawi","MWI",18628749,102,1
"1822","2020-11","Africa","Mali","MLI",19658023,1114,13
"1823","2020-11","Africa","Mauritania","MRT",4525698,872,12
"1824","2020-11","Africa","Mauritius","MUS",1269670,60,0
"1825","2020-11","Africa","Morocco","MAR",36471766,138509,2164
"1826","2020-11","Africa","Mozambique","MOZ",30366043,2836,39
"1827","2020-11","Africa","Namibia","NAM",2494524,1438,18
"1828","2020-11","Africa","Niger","NER",23310719,296,1
"1829","2020-11","Africa","Nigeria","NGA",200963603,4721,29
"1830","2020-11","Africa","Rwanda","RWA",12626938,785,13
"1831","2020-11","Africa","Sao_Tome_and_Principe","STP",215048,44,1
"1832","2020-11","Africa","Senegal","SEN",16296362,470,10
"1833","2020-11","Africa","Seychelles","SYC",97741,20,0
"1834","2020-11","Africa","Sierra_Leone","SLE",7813207,46,0
"1835","2020-11","Africa","Somalia","SOM",15442906,504,9
"1836","2020-11","Africa","South_Africa","ZAF",58558267,64020,2247
"1837","2020-11","Africa","South_Sudan","SSD",11062114,206,3
"1838","2020-11","Africa","Sudan","SDN",42813237,3862,404
"1839","2020-11","Africa","Togo","TGO",8082359,650,9
"1840","2020-11","Africa","Tunisia","TUN",11694721,36438,1902
"1841","2020-11","Africa","Uganda","UGA",44269587,7735,91
"1842","2020-11","Africa","United_Republic_of_Tanzania","TZA",58005461,0,0
"1843","2020-11","Africa","Western_Sahara","ESH",582458,0,0
"1844","2020-11","Africa","Zambia","ZMB",17861034,1193,8
"1845","2020-11","Africa","Zimbabwe","ZWE",14645473,1588,34
"1846","2020-11","America","Anguilla","AIA",14872,1,0
"1847","2020-11","America","Antigua_and_Barbuda","ATG",97115,14,1
"1848","2020-11","America","Argentina","ARG",44780675,261628,7681
"1849","2020-11","America","Aruba","ABW",106310,366,8
"1850","2020-11","America","Bahamas","BHS",389486,852,21
"1851","2020-11","America","Barbados","BRB",287021,39,0
"1852","2020-11","America","Belize","BLZ",390351,2281,89
"1853","2020-11","America","Bermuda","BMU",62508,52,0
"1854","2020-11","America","Bolivia","BOL",11513102,2991,237
"1855","2020-11","America","Bonaire, Saint Eustatius and Saba","BES",25983,8,0
"1856","2020-11","America","Brazil","BRA",211049519,798082,13356
"1857","2020-11","America","British_Virgin_Islands","VGB",30033,1,0
"1858","2020-11","America","Canada","CAN",37411038,138279,1922
"1859","2020-11","America","Cayman_Islands","CYM",64948,34,1
"1860","2020-11","America","Chile","CHL",18952035,41859,1198
"1861","2020-11","America","Colombia","COL",50339443,245225,5449
"1862","2020-11","America","Costa_Rica","CRI",5047561,28227,319
"1863","2020-11","America","Cuba","CUB",11333484,1432,6
"1864","2020-11","America","Curacao","CUW",163423,1420,3
"1865","2020-11","America","Dominica","DMA",71808,43,0
"1866","2020-11","America","Dominican_Republic","DOM",10738957,17141,94
"1867","2020-11","America","Ecuador","ECU",17373657,24970,791
"1868","2020-11","America","El_Salvador","SLV",6453550,4960,139
"1869","2020-11","America","Falkland_Islands_(Malvinas)","FLK",3372,4,0
"1870","2020-11","America","Greenland","GRL",56660,1,0
"1871","2020-11","America","Grenada","GRD",112002,13,0
"1872","2020-11","America","Guatemala","GTM",17581476,14632,452
"1873","2020-11","America","Guyana","GUY",782775,1233,26
"1874","2020-11","America","Haiti","HTI",11263079,210,0
"1875","2020-11","America","Honduras","HND",9746115,11000,240
"1876","2020-11","America","Jamaica","JAM",2948277,1704,51
"1877","2020-11","America","Mexico","MEX",127575529,188260,14366
"1878","2020-11","America","Montserrat","MSF",4991,0,0
"1879","2020-11","America","Nicaragua","NIC",6545503,270,4
"1880","2020-11","America","Panama","PAN",4246440,31862,372
"1881","2020-11","America","Paraguay","PRY",7044639,19310,356
"1882","2020-11","America","Peru","PER",32510462,62350,1512
"1883","2020-11","America","Puerto_Rico","PRI",2933404,24852,274
"1884","2020-11","America","Saint_Kitts_and_Nevis","KNA",52834,3,0
"1885","2020-11","America","Saint_Lucia","LCA",182795,179,2
"1886","2020-11","America","Saint_Vincent_and_the_Grenadines","VCT",110593,11,0
"1887","2020-11","America","Sint_Maarten","SXM",42389,261,3
"1888","2020-11","America","Suriname","SUR",581363,111,6
"1889","2020-11","America","Trinidad_and_Tobago","TTO",1394969,992,13
"1890","2020-11","America","Turks_and_Caicos_islands","TCA",38194,45,0
"1891","2020-11","America","United_States_of_America","USA",329064917,4335894,37165
"1892","2020-11","America","United_States_Virgin_Islands","VIR",104579,182,2
"1893","2020-11","America","Uruguay","URY",3461731,2634,18
"1894","2020-11","America","Venezuela","VEN",28515829,10451,101
"1895","2020-11","Asia","Afghanistan","AFG",38041757,4419,227
"1896","2020-11","Asia","Bahrain","BHR",1641164,5321,22
"1897","2020-11","Asia","Bangladesh","BGD",163046173,56043,704
"1898","2020-11","Asia","Bhutan","BTN",763094,48,0
"1899","2020-11","Asia","Brunei_Darussalam","BRN",433296,2,0
"1900","2020-11","Asia","Cambodia","KHM",16486542,33,0
"1901","2020-11","Asia","China","CHN",1433783692,515,0
"1902","2020-11","Asia","India","IND",1366417756,1294572,15498
"1903","2020-11","Asia","Indonesia","IDN",270625567,127321,3033
"1904","2020-11","Asia","Iran","IRN",82913893,343797,13397
"1905","2020-11","Asia","Iraq","IRQ",39309789,79802,1362
"1906","2020-11","Asia","Israel","ISR",8519373,22279,350
"1907","2020-11","Asia","Japan","JPN",126860299,46368,364
"1908","2020-11","Asia","Jordan","JOR",10101697,145001,1922
"1909","2020-11","Asia","Kazakhstan","KAZ",18551428,24107,207
"1910","2020-11","Asia","Kuwait","KWT",4207077,17089,105
"1911","2020-11","Asia","Kyrgyzstan","KGZ",6415851,13929,126
"1912","2020-11","Asia","Laos","LAO",7169456,15,0
"1913","2020-11","Asia","Lebanon","LBN",6855709,47415,379
"1914","2020-11","Asia","Malaysia","MYS",31949789,33586,108
"1915","2020-11","Asia","Maldives","MDV",530957,1351,9
"1916","2020-11","Asia","Mongolia","MNG",3225166,445,0
"1917","2020-11","Asia","Myanmar","MMR",54045422,37990,699
"1918","2020-11","Asia","Nepal","NPL",28608715,63743,559
"1919","2020-11","Asia","Oman","OMN",4974992,9050,210
"1920","2020-11","Asia","Pakistan","PAK",216565317,65031,1219
"1921","2020-11","Asia","Palestine","PSE",4981422,32046,255
"1922","2020-11","Asia","Philippines","PHL",108116622,50931,1188
"1923","2020-11","Asia","Qatar","QAT",2832071,6305,5
"1924","2020-11","Asia","Saudi_Arabia","SAU",34268529,10248,501
"1925","2020-11","Asia","Singapore","SGP",5804343,210,1
"1926","2020-11","Asia","South_Korea","KOR",51225321,7690,62
"1927","2020-11","Asia","Sri_Lanka","LKA",21323734,13060,97
"1928","2020-11","Asia","Syria","SYR",17070132,2114,128
"1929","2020-11","Asia","Taiwan","CNG1925",23773881,120,0
"1930","2020-11","Asia","Tajikistan","TJK",9321023,1178,4
"1931","2020-11","Asia","Thailand","THA",69625581,197,1
"1932","2020-11","Asia","Timor_Leste","TLS",1293120,0,0
"1933","2020-11","Asia","United_Arab_Emirates","ARE",9770526,36245,80
"1934","2020-11","Asia","Uzbekistan","UZB",32981715,6242,45
"1935","2020-11","Asia","Vietnam","VNM",96462108,166,0
"1936","2020-11","Asia","Yemen","YEM",29161922,14,5
"1937","2020-11","Europe","Albania","ALB",2862427,16991,296
"1938","2020-11","Europe","Andorra","AND",76177,2047,1
"1939","2020-11","Europe","Armenia","ARM",2957728,45311,823
"1940","2020-11","Europe","Austria","AUT",8858775,176739,1825
"1941","2020-11","Europe","Azerbaijan","AZE",10047719,64021,643
"1942","2020-11","Europe","Belarus","BLR",9452409,37509,174
"1943","2020-11","Europe","Belgium","BEL",11455519,135396,5076
"1944","2020-11","Europe","Bosnia_and_Herzegovina","BIH",3300998,39221,1408
"1945","2020-11","Europe","Bulgaria","BGR",7000039,91445,2560
"1946","2020-11","Europe","Croatia","HRV",4076246,80065,1181
"1947","2020-11","Europe","Cyprus","CYP",875899,6166,23
"1948","2020-11","Europe","Czechia","CZE",10649800,196050,5060
"1949","2020-11","Europe","Denmark","DNK",5806081,34127,110
"1950","2020-11","Europe","Estonia","EST",1324820,7281,39
"1951","2020-11","Europe","Faroe_Islands","FRO",48677,8,0
"1952","2020-11","Europe","Finland","FIN",5517919,8719,35
"1953","2020-11","Europe","France","FRA",67012883,886499,15760
"1954","2020-11","Europe","Georgia","GEO",3996762,96648,960
"1955","2020-11","Europe","Germany","DEU",83019213,535116,5796
"1956","2020-11","Europe","Gibraltar","GIB",33706,321,5
"1957","2020-11","Europe","Greece","GRC",10724599,67031,1701
"1958","2020-11","Europe","Guernsey","GGY",64468,19,0
"1959","2020-11","Europe","Holy_See","VAT",815,0,0
"1960","2020-11","Europe","Hungary","HUN",9772756,141801,3073
"1961","2020-11","Europe","Iceland","ISL",356991,584,14
"1962","2020-11","Europe","Ireland","IRL",4904240,11182,144
"1963","2020-11","Europe","Isle_of_Man","IMN",84589,16,1
"1964","2020-11","Europe","Italy","ITA",60359546,937504,16583
"1965","2020-11","Europe","Jersey","JEY",107796,354,0
"1966","2020-11","Europe","Kosovo","XKX",1798506,19729,327
"1967","2020-11","Europe","Latvia","LVA",1919968,11296,128
"1968","2020-11","Europe","Liechtenstein","LIE",38378,750,13
"1969","2020-11","Europe","Lithuania","LTU",2794184,47502,349
"1970","2020-11","Europe","Luxembourg","LUX",613894,16839,154
"1971","2020-11","Europe","Malta","MLT",493559,3720,74
"1972","2020-11","Europe","Moldova","MDA",4043258,31816,524
"1973","2020-11","Europe","Monaco","MCO",33085,253,1
"1974","2020-11","Europe","Montenegro","MNE",622182,16815,193
"1975","2020-11","Europe","Netherlands","NLD",17282163,177299,2001
"1976","2020-11","Europe","North_Macedonia","MKD",2077132,31095,749
"1977","2020-11","Europe","Norway","NOR",5328212,15184,46
"1978","2020-11","Europe","Poland","POL",37972812,644241,11678
"1979","2020-11","Europe","Portugal","PRT",10276617,157527,1959
"1980","2020-11","Europe","Romania","ROU",19414458,235950,4326
"1981","2020-11","Europe","Russia","RUS",145872260,669340,11871
"1982","2020-11","Europe","San_Marino","SMR",34453,658,3
"1983","2020-11","Europe","Serbia","SRB",6963764,124077,735
"1984","2020-11","Europe","Slovakia","SVK",5450421,50642,604
"1985","2020-11","Europe","Slovenia","SVN",2080908,42871,702
"1986","2020-11","Europe","Spain","ESP",46937060,462509,9191
"1987","2020-11","Europe","Sweden","SWE",10230185,128521,1132
"1988","2020-11","Europe","Switzerland","CHE",8544527,163289,2201
"1989","2020-11","Europe","Turkey","TUR",82003882,212937,3381
"1990","2020-11","Europe","Ukraine","UKR",43993643,343950,5172
"1991","2020-11","Europe","United_Kingdom","GBR",66647112,627582,12016
"1992","2020-11","Oceania","Australia","AUS",25203200,311,0
"1993","2020-11","Oceania","Fiji","FJI",889955,8,0
"1994","2020-11","Oceania","French_Polynesia","PYF",279285,6834,44
"1995","2020-11","Oceania","Guam","GUM",167295,2137,33
"1996","2020-11","Oceania","Marshall_Islands","MHL",58791,3,0
"1997","2020-11","Oceania","New_Caledonia","NCL",282757,4,0
"1998","2020-11","Oceania","New_Zealand","NZL",4783062,99,0
"1999","2020-11","Oceania","Northern_Mariana_Islands","MNP",57213,14,0
"2000","2020-11","Oceania","Papua_New_Guinea","PNG",8776119,66,0
"2001","2020-11","Oceania","Solomon_Islands","SLB",669821,9,0
"2002","2020-11","Oceania","Vanuatu","VUT",299882,1,0
"2003","2020-12","Africa","Algeria","DZA",43053054,9881,186
"2004","2020-12","Africa","Angola","AGO",31825299,1085,25
"2005","2020-12","Africa","Benin","BEN",11801151,116,1
"2006","2020-12","Africa","Botswana","BWA",2303703,2509,6
"2007","2020-12","Africa","Burkina_Faso","BFA",20321383,1174,3
"2008","2020-12","Africa","Burundi","BDI",11530577,48,0
"2009","2020-12","Africa","Cameroon","CMR",25876387,1026,6
"2010","2020-12","Africa","Cape_Verde","CPV",549936,831,6
"2011","2020-12","Africa","Central_African_Republic","CAF",4745179,23,0
"2012","2020-12","Africa","Chad","TCD",15946882,88,1
"2013","2020-12","Africa","Comoros","COM",850891,17,0
"2014","2020-12","Africa","Congo","COG",5380504,275,5
"2015","2020-12","Africa","Cote_dIvoire","CIV",25716554,370,2
"2016","2020-12","Africa","Democratic_Republic_of_the_Congo","COD",86790568,1811,23
"2017","2020-12","Africa","Djibouti","DJI",973557,51,0
"2018","2020-12","Africa","Egypt","EGY",100388076,6034,284
"2019","2020-12","Africa","Equatorial_Guinea","GNQ",1355982,32,0
"2020","2020-12","Africa","Eritrea","ERI",3497117,134,0
"2021","2020-12","Africa","Eswatini","SWZ",1148133,358,6
"2022","2020-12","Africa","Ethiopia","ETH",112078727,7235,106
"2023","2020-12","Africa","Gabon","GAB",2172578,139,4
"2024","2020-12","Africa","Gambia","GMB",2347696,48,0
"2025","2020-12","Africa","Ghana","GHA",30417858,1445,4
"2026","2020-12","Africa","Guinea","GIN",12771246,381,3
"2027","2020-12","Africa","Guinea_Bissau","GNB",1920917,22,1
"2028","2020-12","Africa","Kenya","KEN",52573967,8576,135
"2029","2020-12","Africa","Lesotho","LSO",2125267,141,0
"2030","2020-12","Africa","Liberia","LBR",4937374,81,0
"2031","2020-12","Africa","Libya","LBY",6777453,8349,133
"2032","2020-12","Africa","Madagascar","MDG",26969306,297,7
"2033","2020-12","Africa","Malawi","MWI",18628749,41,2
"2034","2020-12","Africa","Mali","MLI",19658023,1155,45
"2035","2020-12","Africa","Mauritania","MRT",4525698,2231,47
"2036","2020-12","Africa","Mauritius","MUS",1269670,14,0
"2037","2020-12","Africa","Morocco","MAR",36471766,45806,835
"2038","2020-12","Africa","Mozambique","MOZ",30366043,1341,12
"2039","2020-12","Africa","Namibia","NAM",2494524,2191,9
"2040","2020-12","Africa","Niger","NER",23310719,742,10
"2041","2020-12","Africa","Nigeria","NGA",200963603,5763,24
"2042","2020-12","Africa","Rwanda","RWA",12626938,740,8
"2043","2020-12","Africa","Sao_Tome_and_Principe","STP",215048,20,0
"2044","2020-12","Africa","Senegal","SEN",16296362,1000,16
"2045","2020-12","Africa","Seychelles","SYC",97741,14,0
"2046","2020-12","Africa","Sierra_Leone","SLE",7813207,29,1
"2047","2020-12","Africa","Somalia","SOM",15442906,134,8
"2048","2020-12","Africa","South_Africa","ZAF",58558267,73262,1799
"2049","2020-12","Africa","South_Sudan","SSD",11062114,97,1
"2050","2020-12","Africa","Sudan","SDN",42813237,3759,106
"2051","2020-12","Africa","Togo","TGO",8082359,289,2
"2052","2020-12","Africa","Tunisia","TUN",11694721,15110,675
"2053","2020-12","Africa","Uganda","UGA",44269587,7387,20
"2054","2020-12","Africa","United_Republic_of_Tanzania","TZA",58005461,0,0
"2055","2020-12","Africa","Western_Sahara","ESH",582458,0,0
"2056","2020-12","Africa","Zambia","ZMB",17861034,666,10
"2057","2020-12","Africa","Zimbabwe","ZWE",14645473,1296,31
"2058","2020-12","America","Anguilla","AIA",14872,6,0
"2059","2020-12","America","Antigua_and_Barbuda","ATG",97115,7,0
"2060","2020-12","America","Argentina","ARG",44780675,79366,2293
"2061","2020-12","America","Aruba","ABW",106310,211,1
"2062","2020-12","America","Bahamas","BHS",389486,178,0
"2063","2020-12","America","Barbados","BRB",287021,17,0
"2064","2020-12","America","Belize","BLZ",390351,3552,48
"2065","2020-12","America","Bermuda","BMU",62508,180,0
"2066","2020-12","America","Bolivia","BOL",11513102,2528,66
"2067","2020-12","America","Bonaire, Saint Eustatius and Saba","BES",25983,12,0
"2068","2020-12","America","Brazil","BRA",211049519,587212,8569
"2069","2020-12","America","British_Virgin_Islands","VGB",30033,3,0
"2070","2020-12","America","Canada","CAN",37411038,90465,1399
"2071","2020-12","America","Cayman_Islands","CYM",64948,24,0
"2072","2020-12","America","Chile","CHL",18952035,21489,530
"2073","2020-12","America","Colombia","COL",50339443,117398,2469
"2074","2020-12","America","Costa_Rica","CRI",5047561,13854,205
"2075","2020-12","America","Cuba","CUB",11333484,1190,3
"2076","2020-12","America","Curacao","CUW",163423,1260,7
"2077","2020-12","America","Dominica","DMA",71808,2,0
"2078","2020-12","America","Dominican_Republic","DOM",10738957,11219,31
"2079","2020-12","America","Ecuador","ECU",17373657,9993,452
"2080","2020-12","America","El_Salvador","SLV",6453550,3475,91
"2081","2020-12","America","Falkland_Islands_(Malvinas)","FLK",3372,2,0
"2082","2020-12","America","Greenland","GRL",56660,1,0
"2083","2020-12","America","Grenada","GRD",112002,28,0
"2084","2020-12","America","Guatemala","GTM",17581476,7311,257
"2085","2020-12","America","Guyana","GUY",782775,544,5
"2086","2020-12","America","Haiti","HTI",11263079,301,2
"2087","2020-12","America","Honduras","HND",9746115,6471,66
"2088","2020-12","America","Jamaica","JAM",2948277,1001,17
"2089","2020-12","America","Mexico","MEX",127575529,142973,8298
"2090","2020-12","America","Montserrat","MSF",4991,0,0
"2091","2020-12","America","Nicaragua","NIC",6545503,103,2
"2092","2020-12","America","Panama","PAN",4246440,28278,296
"2093","2020-12","America","Paraguay","PRY",7044639,11676,210
"2094","2020-12","America","Peru","PER",32510462,22443,754
"2095","2020-12","America","Puerto_Rico","PRI",2933404,16563,178
"2096","2020-12","America","Saint_Kitts_and_Nevis","KNA",52834,5,0
"2097","2020-12","America","Saint_Lucia","LCA",182795,18,2
"2098","2020-12","America","Saint_Vincent_and_the_Grenadines","VCT",110593,13,0
"2099","2020-12","America","Sint_Maarten","SXM",42389,166,1
"2100","2020-12","America","Suriname","SUR",581363,41,0
"2101","2020-12","America","Trinidad_and_Tobago","TTO",1394969,219,2
"2102","2020-12","America","Turks_and_Caicos_islands","TCA",38194,21,0
"2103","2020-12","America","United_States_of_America","USA",329064917,2873433,32304
"2104","2020-12","America","United_States_Virgin_Islands","VIR",104579,263,0
"2105","2020-12","America","Uruguay","URY",3461731,3992,16
"2106","2020-12","America","Venezuela","VEN",28515829,5137,55
"2107","2020-12","Asia","Afghanistan","AFG",38041757,3429,208
"2108","2020-12","Asia","Bahrain","BHR",1641164,2356,7
"2109","2020-12","Asia","Bangladesh","BGD",163046173,28126,443
"2110","2020-12","Asia","Bhutan","BTN",763094,42,0
"2111","2020-12","Asia","Brunei_Darussalam","BRN",433296,2,0
"2112","2020-12","Asia","Cambodia","KHM",16486542,36,0
"2113","2020-12","Asia","China","CHN",1433783692,207,0
