"","year_month","continent","countries_and_territories","country_territory_code","population_2019","cases","deaths"
"773","2020-06","Africa","Madagascar","MDG",26969306,1380,14
"774","2020-06","Africa","Malawi","MWI",18628749,945,10
"775","2020-06","Africa","Mali","MLI",19658023,923,39
"776","2020-06","Africa","Mauritania","MRT",4525698,3666,105
"777","2020-06","Africa","Mauritius","MUS",1269670,6,0
"778","2020-06","Africa","Morocco","MAR",36471766,4510,21
"779","2020-06","Africa","Mozambique","MOZ",30366043,639,4
"780","2020-06","Africa","Namibia","NAM",2494524,173,0
"781","2020-06","Africa","Niger","NER",23310719,119,3
"782","2020-06","Africa","Nigeria","NGA",200963603,15278,300
"783","2020-06","Africa","Rwanda","RWA",12626938,642,1
"784","2020-06","Africa","Sao_Tome_and_Principe","STP",215048,234,1
"785","2020-06","Africa","Senegal","SEN",16296362,3163,66
"786","2020-06","Africa","Seychelles","SYC",97741,0,0
"787","2020-06","Africa","Sierra_Leone","SLE",7813207,598,14
"788","2020-06","Africa","Somalia","SOM",15442906,988,17
"789","2020-06","Africa","South_Africa","ZAF",58558267,113297,1886
"790","2020-06","Africa","South_Sudan","SSD",11062114,1012,27
"791","2020-06","Africa","Sudan","SDN",42813237,4458,310
"792","2020-06","Africa","Togo","TGO",8082359,210,1
"793","2020-06","Africa","Tunisia","TUN",11694721,96,2
"794","2020-06","Africa","Uganda","UGA",44269587,458,0
"795","2020-06","Africa","United_Republic_of_Tanzania","TZA",58005461,0,0
"796","2020-06","Africa","Western_Sahara","ESH",582458,185,0
"797","2020-06","Africa","Zambia","ZMB",17861034,511,15
"798","2020-06","Africa","Zimbabwe","ZWE",14645473,400,3
"799","2020-06","America","Anguilla","AIA",14872,0,0
"800","2020-06","America","Antigua_and_Barbuda","ATG",97115,41,0
"801","2020-06","America","Argentina","ARG",44780675,46054,752
"802","2020-06","America","Aruba","ABW",106310,2,0
"803","2020-06","America","Bahamas","BHS",389486,2,0
"804","2020-06","America","Barbados","BRB",287021,5,0
"805","2020-06","America","Belize","BLZ",390351,6,0
"806","2020-06","America","Bermuda","BMU",62508,6,0
"807","2020-06","America","Bolivia","BOL",11513102,22533,761
"808","2020-06","America","Bonaire, Saint Eustatius and Saba","BES",25983,0,0
"809","2020-06","America","Brazil","BRA",211049519,869755,29480
"810","2020-06","America","British_Virgin_Islands","VGB",30033,0,0
"811","2020-06","America","Canada","CAN",37411038,13728,1493
"812","2020-06","America","Cayman_Islands","CYM",64948,58,0
"813","2020-06","America","Chile","CHL",18952035,181141,4578
"814","2020-06","America","Colombia","COL",50339443,66807,2333
"815","2020-06","America","Costa_Rica","CRI",5047561,2222,5
"816","2020-06","America","Cuba","CUB",11333484,315,3
"817","2020-06","America","Curacao","CUW",163423,5,0
"818","2020-06","America","Dominica","DMA",71808,2,0
"819","2020-06","America","Dominican_Republic","DOM",10738957,14908,235
"820","2020-06","America","Ecuador","ECU",17373657,17094,1168
"821","2020-06","America","El_Salvador","SLV",6453550,3656,118
"822","2020-06","America","Falkland_Islands_(Malvinas)","FLK",3372,0,0
"823","2020-06","America","Greenland","GRL",56660,0,0
"824","2020-06","America","Grenada","GRD",112002,0,0
"825","2020-06","America","Guatemala","GTM",17581476,12670,644
"826","2020-06","America","Guyana","GUY",782775,83,0
"827","2020-06","America","Haiti","HTI",11263079,4068,64
"828","2020-06","America","Honduras","HND",9746115,13724,284
"829","2020-06","America","Jamaica","JAM",2948277,117,1
"830","2020-06","America","Mexico","MEX",127575529,149681,17342
"831","2020-06","America","Montserrat","MSF",4991,0,0
"832","2020-06","America","Nicaragua","NIC",6545503,1411,39
"833","2020-06","America","Panama","PAN",4246440,19767,290
"834","2020-06","America","Paraguay","PRY",7044639,1227,5
"835","2020-06","America","Peru","PER",32510462,126694,5133
"836","2020-06","America","Puerto_Rico","PRI",2933404,3532,20
"837","2020-06","America","Saint_Kitts_and_Nevis","KNA",52834,0,0
"838","2020-06","America","Saint_Lucia","LCA",182795,1,0
"839","2020-06","America","Saint_Vincent_and_the_Grenadines","VCT",110593,3,0
"840","2020-06","America","Sint_Maarten","SXM",42389,0,0
"841","2020-06","America","Suriname","SUR",581363,487,12
"842","2020-06","America","Trinidad_and_Tobago","TTO",1394969,9,0
"843","2020-06","America","Turks_and_Caicos_islands","TCA",38194,29,0
"844","2020-06","America","United_States_of_America","USA",329064917,820168,22359
"845","2020-06","America","United_States_Virgin_Islands","VIR",104579,15,0
"846","2020-06","America","Uruguay","URY",3461731,111,5
"847","2020-06","America","Venezuela","VEN",28515829,4071,34
"848","2020-06","Asia","Afghanistan","AFG",38041757,16713,484
"849","2020-06","Asia","Bahrain","BHR",1641164,15446,67
"850","2020-06","Asia","Bangladesh","BGD",163046173,97193,1173
"851","2020-06","Asia","Bhutan","BTN",763094,34,0
"852","2020-06","Asia","Brunei_Darussalam","BRN",433296,0,1
"853","2020-06","Asia","Cambodia","KHM",16486542,16,0
"854","2020-06","Asia","China","CHN",1433783692,652,3
"855","2020-06","Asia","India","IND",1366417756,384697,11729
"856","2020-06","Asia","Indonesia","IDN",270625567,29319,1232
"857","2020-06","Asia","Iran","IRN",82913893,76255,2936
"858","2020-06","Asia","Iraq","IRQ",39309789,40972,1644
"859","2020-06","Asia","Israel","ISR",8519373,7429,35
"860","2020-06","Asia","Japan","JPN",126860299,1742,81
"861","2020-06","Asia","Jordan","JOR",10101697,394,0
"862","2020-06","Asia","Kazakhstan","KAZ",18551428,10961,150
"863","2020-06","Asia","Kuwait","KWT",4207077,19332,145
"864","2020-06","Asia","Kyrgyzstan","KGZ",6415851,3548,41
"865","2020-06","Asia","Laos","LAO",7169456,0,0
"866","2020-06","Asia","Lebanon","LBN",6855709,554,8
"867","2020-06","Asia","Malaysia","MYS",31949789,875,6
"868","2020-06","Asia","Maldives","MDV",530957,664,3
"869","2020-06","Asia","Mongolia","MNG",3225166,41,0
"870","2020-06","Asia","Myanmar","MMR",54045422,75,0
"871","2020-06","Asia","Nepal","NPL",28608715,11847,23
"872","2020-06","Asia","Oman","OMN",4974992,28637,127
"873","2020-06","Asia","Pakistan","PAK",216565317,139841,2821
"874","2020-06","Asia","Palestine","PSE",4981422,1817,3
"875","2020-06","Asia","Philippines","PHL",108116622,19214,305
"876","2020-06","Asia","Qatar","QAT",2832071,39844,77
"877","2020-06","Asia","Saudi_Arabia","SAU",34268529,103052,1119
"878","2020-06","Asia","Singapore","SGP",5804343,9295,3
"879","2020-06","Asia","South_Korea","KOR",51225321,1332,12
"880","2020-06","Asia","Sri_Lanka","LKA",21323734,422,1
"881","2020-06","Asia","Syria","SYR",17070132,147,5
"882","2020-06","Asia","Taiwan","CNG1925",23773881,5,0
"883","2020-06","Asia","Tajikistan","TJK",9321023,2093,5
"884","2020-06","Asia","Thailand","THA",69625581,90,1
"885","2020-06","Asia","Timor_Leste","TLS",1293120,0,0
"886","2020-06","Asia","United_Arab_Emirates","ARE",9770526,14350,52
"887","2020-06","Asia","Uzbekistan","UZB",32981715,4744,10
"888","2020-06","Asia","Vietnam","VNM",96462108,28,0
"889","2020-06","Asia","Yemen","YEM",29161922,818,227
"890","2020-06","Europe","Albania","ALB",2862427,1344,25
"891","2020-06","Europe","Andorra","AND",76177,91,1
"892","2020-06","Europe","Armenia","ARM",2957728,16260,312
"893","2020-06","Europe","Austria","AUT",8858775,1028,35
"894","2020-06","Europe","Azerbaijan","AZE",10047719,11722,145
"895","2020-06","Europe","Belarus","BLR",9452409,20132,158
"896","2020-06","Europe","Belgium","BEL",11455519,2972,278
"897","2020-06","Europe","Bosnia_and_Herzegovina","BIH",3300998,1850,31
"898","2020-06","Europe","Bulgaria","BGR",7000039,2318,83
"899","2020-06","Europe","Croatia","HRV",4076246,479,4
"900","2020-06","Europe","Cyprus","CYP",875899,53,2
"901","2020-06","Europe","Czechia","CZE",10649800,2575,29
"902","2020-06","Europe","Denmark","DNK",5806081,1118,34
"903","2020-06","Europe","Estonia","EST",1324820,122,0
"904","2020-06","Europe","Faroe_Islands","FRO",48677,0,0
"905","2020-06","Europe","Finland","FIN",5517919,383,12
"906","2020-06","Europe","France","FRA",67012883,13530,935
"907","2020-06","Europe","Georgia","GEO",3996762,171,3
"908","2020-06","Europe","Germany","DEU",83019213,12777,473
"909","2020-06","Europe","Gibraltar","GIB",33706,16,0
"910","2020-06","Europe","Greece","GRC",10724599,475,16
"911","2020-06","Europe","Guernsey","GGY",64468,0,0
"912","2020-06","Europe","Holy_See","VAT",815,0,0
"913","2020-06","Europe","Hungary","HUN",9772756,278,61
"914","2020-06","Europe","Iceland","ISL",356991,16,0
"915","2020-06","Europe","Ireland","IRL",4904240,533,85
"916","2020-06","Europe","Isle_of_Man","IMN",84589,0,0
"917","2020-06","Europe","Italy","ITA",60359546,7343,1388
"918","2020-06","Europe","Jersey","JEY",107796,11,2
"919","2020-06","Europe","Kosovo","XKX",1798506,1729,19
"920","2020-06","Europe","Latvia","LVA",1919968,52,6
"921","2020-06","Europe","Liechtenstein","LIE",38378,0,0
"922","2020-06","Europe","Lithuania","LTU",2794184,146,8
"923","2020-06","Europe","Luxembourg","LUX",613894,240,0
"924","2020-06","Europe","Malta","MLT",493559,52,0
"925","2020-06","Europe","Moldova","MDA",4043258,8259,245
"926","2020-06","Europe","Monaco","MCO",33085,3,0
"927","2020-06","Europe","Montenegro","MNE",622182,177,2
"928","2020-06","Europe","Netherlands","NLD",17282163,3966,156
"929","2020-06","Europe","North_Macedonia","MKD",2077132,4060,167
"930","2020-06","Europe","Norway","NOR",5328212,444,13
"931","2020-06","Europe","Poland","POL",37972812,10583,383
"932","2020-06","Europe","Portugal","PRT",10276617,9709,172
"933","2020-06","Europe","Romania","ROU",19414458,7449,381
"934","2020-06","Europe","Russia","RUS",145872260,244581,4611
"935","2020-06","Europe","San_Marino","SMR",34453,27,0
"936","2020-06","Europe","Serbia","SRB",6963764,2907,32
"937","2020-06","Europe","Slovakia","SVK",5450421,144,0
"938","2020-06","Europe","Slovenia","SVN",2080908,112,3
"939","2020-06","Europe","Spain","ESP",46937060,9842,1228
"940","2020-06","Europe","Sweden","SWE",10230185,28668,880
"941","2020-06","Europe","Switzerland","CHE",8544527,807,25
"942","2020-06","Europe","Turkey","TUR",82003882,35510,600
"943","2020-06","Europe","Ukraine","UKR",43993643,20424,451
"944","2020-06","Europe","United_Kingdom","GBR",66647112,29151,2956
"945","2020-06","Oceania","Australia","AUS",25203200,582,2
"946","2020-06","Oceania","Fiji","FJI",889955,0,0
"947","2020-06","Oceania","French_Polynesia","PYF",279285,2,0
"948","2020-06","Oceania","Guam","GUM",167295,84,0
"949","2020-06","Oceania","New_Caledonia","NCL",282757,2,0
"950","2020-06","Oceania","New_Zealand","NZL",4783062,24,0
"951","2020-06","Oceania","Northern_Mariana_Islands","MNP",57213,8,0
"952","2020-06","Oceania","Papua_New_Guinea","PNG",8776119,3,0
"953","2020-07","Africa","Algeria","DZA",43053054,16260,295
"954","2020-07","Africa","Angola","AGO",31825299,802,37
"955","2020-07","Africa","Benin","BEN",11801151,583,16
"956","2020-07","Africa","Botswana","BWA",2303703,629,1
"957","2020-07","Africa","Burkina_Faso","BFA",20321383,158,0
"958","2020-07","Africa","Burundi","BDI",11530577,217,0
"959","2020-07","Africa","Cameroon","CMR",25876387,4663,74
"960","2020-07","Africa","Cape_Verde","CPV",549936,1208,11
"961","2020-07","Africa","Central_African_Republic","CAF",4745179,992,12
"962","2020-07","Africa","Chad","TCD",15946882,69,1
"963","2020-07","Africa","Comoros","COM",850891,106,0
"964","2020-07","Africa","Congo","COG",5380504,2131,16
"965","2020-07","Africa","Cote_dIvoire","CIV",25716554,6764,34
"966","2020-07","Africa","Democratic_Republic_of_the_Congo","COD",86790568,2071,47
"967","2020-07","Africa","Djibouti","DJI",973557,425,5
"968","2020-07","Africa","Egypt","EGY",100388076,27003,1902
"969","2020-07","Africa","Equatorial_Guinea","GNQ",1355982,1070,19
"970","2020-07","Africa","Eritrea","ERI",3497117,88,0
"971","2020-07","Africa","Eswatini","SWZ",1148133,1782,29
"972","2020-07","Africa","Ethiopia","ETH",112078727,10769,160
"973","2020-07","Africa","Gabon","GAB",2172578,1958,7
"974","2020-07","Africa","Gambia","GMB",2347696,356,6
"975","2020-07","Africa","Ghana","GHA",30417858,17791,63
"976","2020-07","Africa","Guinea","GIN",12771246,1891,15
"977","2020-07","Africa","Guinea_Bissau","GNB",1920917,367,5
"978","2020-07","Africa","Kenya","KEN",52573967,13723,181
"979","2020-07","Africa","Lesotho","LSO",2125267,577,13
"980","2020-07","Africa","Liberia","LBR",4937374,411,37
"981","2020-07","Africa","Libya","LBY",6777453,2460,50
"982","2020-07","Africa","Madagascar","MDG",26969306,8610,85
"983","2020-07","Africa","Malawi","MWI",18628749,2757,95
"984","2020-07","Africa","Mali","MLI",19658023,349,9
"985","2020-07","Africa","Mauritania","MRT",4525698,2121,30
"986","2020-07","Africa","Mauritius","MUS",1269670,3,0
"987","2020-07","Africa","Morocco","MAR",36471766,10969,121
"988","2020-07","Africa","Mozambique","MOZ",30366043,925,5
"989","2020-07","Africa","Namibia","NAM",2494524,1856,10
"990","2020-07","Africa","Niger","NER",23310719,59,2
"991","2020-07","Africa","Nigeria","NGA",200963603,17556,305
"992","2020-07","Africa","Rwanda","RWA",12626938,993,3
"993","2020-07","Africa","Sao_Tome_and_Principe","STP",215048,157,2
"994","2020-07","Africa","Senegal","SEN",16296362,3408,96
"995","2020-07","Africa","Seychelles","SYC",97741,103,0
"996","2020-07","Africa","Sierra_Leone","SLE",7813207,368,7
"997","2020-07","Africa","Somalia","SOM",15442906,308,3
"998","2020-07","Africa","South_Africa","ZAF",58558267,337905,5283
"999","2020-07","Africa","South_Sudan","SSD",11062114,316,9
"1000","2020-07","Africa","Sudan","SDN",42813237,2238,153
"1001","2020-07","Africa","Togo","TGO",8082359,284,4
"1002","2020-07","Africa","Tunisia","TUN",11694721,342,0
"1003","2020-07","Africa","Uganda","UGA",44269587,277,2
"1004","2020-07","Africa","United_Republic_of_Tanzania","TZA",58005461,0,0
"1005","2020-07","Africa","Western_Sahara","ESH",582458,558,0
"1006","2020-07","Africa","Zambia","ZMB",17861034,3987,127
"1007","2020-07","Africa","Zimbabwe","ZWE",14645473,2518,46
"1008","2020-07","America","Anguilla","AIA",14872,0,0
"1009","2020-07","America","Antigua_and_Barbuda","ATG",97115,25,0
"1010","2020-07","America","Argentina","ARG",44780675,116728,2031
"1011","2020-07","America","Aruba","ABW",106310,17,0
"1012","2020-07","America","Bahamas","BHS",389486,404,3
"1013","2020-07","America","Barbados","BRB",287021,13,0
"1014","2020-07","America","Belize","BLZ",390351,24,0
"1015","2020-07","America","Bermuda","BMU",62508,10,0
"1016","2020-07","America","Bolivia","BOL",11513102,43109,1823
"1017","2020-07","America","Bonaire, Saint Eustatius and Saba","BES",25983,4,0
"1018","2020-07","America","Brazil","BRA",211049519,1241907,32949
"1019","2020-07","America","British_Virgin_Islands","VGB",30033,0,0
"1020","2020-07","America","Canada","CAN",37411038,11878,363
"1021","2020-07","America","Cayman_Islands","CYM",64948,4,0
"1022","2020-07","America","Chile","CHL",18952035,77537,3802
"1023","2020-07","America","Colombia","COL",50339443,190977,6587
"1024","2020-07","America","Costa_Rica","CRI",5047561,14021,125
"1025","2020-07","America","Cuba","CUB",11333484,257,1
"1026","2020-07","America","Curacao","CUW",163423,5,0
"1027","2020-07","America","Dominica","DMA",71808,0,0
"1028","2020-07","America","Dominican_Republic","DOM",10738957,36099,413
"1029","2020-07","America","Ecuador","ECU",17373657,28705,1155
"1030","2020-07","America","El_Salvador","SLV",6453550,10057,275
"1031","2020-07","America","Falkland_Islands_(Malvinas)","FLK",3372,0,0
"1032","2020-07","America","Greenland","GRL",56660,1,0
"1033","2020-07","America","Grenada","GRD",112002,1,0
"1034","2020-07","America","Guatemala","GTM",17581476,31417,1121
"1035","2020-07","America","Guyana","GUY",782775,166,8
"1036","2020-07","America","Haiti","HTI",11263079,1479,56
"1037","2020-07","America","Honduras","HND",9746115,22608,827
"1038","2020-07","America","Jamaica","JAM",2948277,166,0
"1039","2020-07","America","Mexico","MEX",127575529,209885,18879
"1040","2020-07","America","Montserrat","MSF",4991,2,0
"1041","2020-07","America","Nicaragua","NIC",6545503,1502,42
"1042","2020-07","America","Panama","PAN",4246440,31406,777
"1043","2020-07","America","Paraguay","PRY",7044639,3016,31
"1044","2020-07","America","Peru","PER",32510462,125127,9517
"1045","2020-07","America","Puerto_Rico","PRI",2933404,9322,61
"1046","2020-07","America","Saint_Kitts_and_Nevis","KNA",52834,2,0
"1047","2020-07","America","Saint_Lucia","LCA",182795,6,0
"1048","2020-07","America","Saint_Vincent_and_the_Grenadines","VCT",110593,23,0
"1049","2020-07","America","Sint_Maarten","SXM",42389,51,0
"1050","2020-07","America","Suriname","SUR",581363,1149,13
"1051","2020-07","America","Trinidad_and_Tobago","TTO",1394969,38,0
"1052","2020-07","America","Turks_and_Caicos_islands","TCA",38194,63,1
"1053","2020-07","America","United_States_of_America","USA",329064917,1904462,25930
"1054","2020-07","America","United_States_Virgin_Islands","VIR",104579,301,2
"1055","2020-07","America","Uruguay","URY",3461731,311,8
"1056","2020-07","America","Venezuela","VEN",28515829,12329,110
"1057","2020-07","Asia","Afghanistan","AFG",38041757,5304,538
"1058","2020-07","Asia","Bahrain","BHR",1641164,14516,62
"1059","2020-07","Asia","Bangladesh","BGD",163046173,93088,1300
"1060","2020-07","Asia","Bhutan","BTN",763094,24,0
"1061","2020-07","Asia","Brunei_Darussalam","BRN",433296,0,0
"1062","2020-07","Asia","Cambodia","KHM",16486542,93,0
"1063","2020-07","Asia","China","CHN",1433783692,2709,18
"1064","2020-07","Asia","India","IND",1366417756,1072030,18854
"1065","2020-07","Asia","Indonesia","IDN",270625567,51244,2253
"1066","2020-07","Asia","Iran","IRN",82913893,76325,5899
"1067","2020-07","Asia","Iraq","IRQ",39309789,74112,2832
"1068","2020-07","Asia","Israel","ISR",8519373,45938,184
"1069","2020-07","Asia","Japan","JPN",126860299,15181,33
"1070","2020-07","Asia","Jordan","JOR",10101697,173,2
"1071","2020-07","Asia","Kazakhstan","KAZ",18551428,67259,605
"1072","2020-07","Asia","Kuwait","KWT",4207077,21005,95
"1073","2020-07","Asia","Kyrgyzstan","KGZ",6415851,30509,1321
"1074","2020-07","Asia","Laos","LAO",7169456,1,0
"1075","2020-07","Asia","Lebanon","LBN",6855709,2589,23
"1076","2020-07","Asia","Malaysia","MYS",31949789,327,3
"1077","2020-07","Asia","Maldives","MDV",530957,1383,8
"1078","2020-07","Asia","Mongolia","MNG",3225166,71,0
"1079","2020-07","Asia","Myanmar","MMR",54045422,54,0
"1080","2020-07","Asia","Nepal","NPL",28608715,6299,23
"1081","2020-07","Asia","Oman","OMN",4974992,40099,252
"1082","2020-07","Asia","Pakistan","PAK",216565317,68968,1647
"1083","2020-07","Asia","Palestine","PSE",4981422,12395,76
"1084","2020-07","Asia","Philippines","PHL",108116622,52936,728
"1085","2020-07","Asia","Qatar","QAT",2832071,15354,58
"1086","2020-07","Asia","Saudi_Arabia","SAU",34268529,87783,1267
"1087","2020-07","Asia","Singapore","SGP",5804343,8148,1
"1088","2020-07","Asia","South_Korea","KOR",51225321,1505,19
"1089","2020-07","Asia","Sri_Lanka","LKA",21323734,772,0
"1090","2020-07","Asia","Syria","SYR",17070132,469,32
"1091","2020-07","Asia","Taiwan","CNG1925",23773881,20,0
"1092","2020-07","Asia","Tajikistan","TJK",9321023,1466,8
"1093","2020-07","Asia","Thailand","THA",69625581,139,0
"1094","2020-07","Asia","Timor_Leste","TLS",1293120,0,0
"1095","2020-07","Asia","United_Arab_Emirates","ARE",9770526,12260,37
"1096","2020-07","Asia","Uzbekistan","UZB",32981715,15260,113
"1097","2020-07","Asia","Vietnam","VNM",96462108,154,0
"1098","2020-07","Asia","Yemen","YEM",29161922,598,183
"1099","2020-07","Europe","Albania","ALB",2862427,2731,96
"1100","2020-07","Europe","Andorra","AND",76177,67,0
"1101","2020-07","Europe","Armenia","ARM",2957728,13008,295
"1102","2020-07","Europe","Austria","AUT",8858775,3343,15
"1103","2020-07","Europe","Azerbaijan","AZE",10047719,14592,235
"1104","2020-07","Europe","Belarus","BLR",9452409,5875,166
"1105","2020-07","Europe","Belgium","BEL",11455519,7706,79
"1106","2020-07","Europe","Bosnia_and_Herzegovina","BIH",3300998,7101,145
"1107","2020-07","Europe","Bulgaria","BGR",7000039,6589,151
"1108","2020-07","Europe","Croatia","HRV",4076246,2346,37
"1109","2020-07","Europe","Cyprus","CYP",875899,88,0
"1110","2020-07","Europe","Czechia","CZE",10649800,4341,35
"1111","2020-07","Europe","Denmark","DNK",5806081,974,10
"1112","2020-07","Europe","Estonia","EST",1324820,64,0
"1113","2020-07","Europe","Faroe_Islands","FRO",48677,33,0
"1114","2020-07","Europe","Finland","FIN",5517919,214,1
"1115","2020-07","Europe","France","FRA",67012883,22313,441
"1116","2020-07","Europe","Georgia","GEO",3996762,232,2
"1117","2020-07","Europe","Germany","DEU",83019213,14439,168
"1118","2020-07","Europe","Gibraltar","GIB",33706,10,0
"1119","2020-07","Europe","Greece","GRC",10724599,1011,12
"1120","2020-07","Europe","Guernsey","GGY",64468,0,0
"1121","2020-07","Europe","Holy_See","VAT",815,0,0
"1122","2020-07","Europe","Hungary","HUN",9772756,360,11
"1123","2020-07","Europe","Iceland","ISL",356991,50,0
"1124","2020-07","Europe","Ireland","IRL",4904240,565,28
"1125","2020-07","Europe","Isle_of_Man","IMN",84589,0,0
"1126","2020-07","Europe","Italy","ITA",60359546,6722,388
"1127","2020-07","Europe","Jersey","JEY",107796,16,0
"1128","2020-07","Europe","Kosovo","XKX",1798506,5305,163
"1129","2020-07","Europe","Latvia","LVA",1919968,111,1
"1130","2020-07","Europe","Liechtenstein","LIE",38378,6,0
"1131","2020-07","Europe","Lithuania","LTU",2794184,246,2
"1132","2020-07","Europe","Luxembourg","LUX",613894,2360,4
"1133","2020-07","Europe","Malta","MLT",493559,67,0
"1134","2020-07","Europe","Moldova","MDA",4043258,7590,235
"1135","2020-07","Europe","Monaco","MCO",33085,14,0
"1136","2020-07","Europe","Montenegro","MNE",622182,2572,37
"1137","2020-07","Europe","Netherlands","NLD",17282163,3740,33
"1138","2020-07","Europe","North_Macedonia","MKD",2077132,4399,182
"1139","2020-07","Europe","Norway","NOR",5328212,317,6
"1140","2020-07","Europe","Poland","POL",37972812,10877,265
"1141","2020-07","Europe","Portugal","PRT",10276617,8956,159
"1142","2020-07","Europe","Romania","ROU",19414458,23009,670
"1143","2020-07","Europe","Russia","RUS",145872260,193343,4636
"1144","2020-07","Europe","San_Marino","SMR",34453,1,0
"1145","2020-07","Europe","Serbia","SRB",6963764,10925,291
"1146","2020-07","Europe","Slovakia","SVK",5450421,600,0
"1147","2020-07","Europe","Slovenia","SVN",2080908,554,6
"1148","2020-07","Europe","Spain","ESP",46937060,39251,90
"1149","2020-07","Europe","Sweden","SWE",10230185,9622,265
"1150","2020-07","Europe","Switzerland","CHE",8544527,3364,22
"1151","2020-07","Europe","Turkey","TUR",82003882,31278,559
"1152","2020-07","Europe","Ukraine","UKR",43993643,25166,526
"1153","2020-07","Europe","United_Kingdom","GBR",66647112,18760,828
"1154","2020-07","Oceania","Australia","AUS",25203200,8536,85
"1155","2020-07","Oceania","Fiji","FJI",889955,9,0
"1156","2020-07","Oceania","French_Polynesia","PYF",279285,0,0
"1157","2020-07","Oceania","Guam","GUM",167295,99,0
"1158","2020-07","Oceania","New_Caledonia","NCL",282757,1,0
"1159","2020-07","Oceania","New_Zealand","NZL",4783062,32,0
"1160","2020-07","Oceania","Northern_Mariana_Islands","MNP",57213,12,0
"1161","2020-07","Oceania","Papua_New_Guinea","PNG",8776119,61,2
"1162","2020-08","Africa","Algeria","DZA",43053054,14315,301
"1163","2020-08","Africa","Angola","AGO",31825299,1546,59
"1164","2020-08","Africa","Benin","BEN",11801151,375,5
"1165","2020-08","Africa","Botswana","BWA",2303703,829,4
"1166","2020-08","Africa","Burkina_Faso","BFA",20321383,251,2
"1167","2020-08","Africa","Burundi","BDI",11530577,58,0
"1168","2020-08","Africa","Cameroon","CMR",25876387,1887,24
"1169","2020-08","Africa","Cape_Verde","CPV",549936,1479,17
"1170","2020-08","Africa","Central_African_Republic","CAF",4745179,95,2
"1171","2020-08","Africa","Chad","TCD",15946882,77,2
"1172","2020-08","Africa","Comoros","COM",850891,45,0
"1173","2020-08","Africa","Congo","COG",5380504,603,22
"1174","2020-08","Africa","Cote_dIvoire","CIV",25716554,1970,15
"1175","2020-08","Africa","Democratic_Republic_of_the_Congo","COD",86790568,1034,43
"1176","2020-08","Africa","Djibouti","DJI",973557,304,2
"1177","2020-08","Africa","Egypt","EGY",100388076,4970,625
"1178","2020-08","Africa","Equatorial_Guinea","GNQ",1355982,1870,32
"1179","2020-08","Africa","Eritrea","ERI",3497117,39,0
"1180","2020-08","Africa","Eswatini","SWZ",1148133,1984,51
"1181","2020-08","Africa","Ethiopia","ETH",112078727,34507,530
"1182","2020-08","Africa","Gabon","GAB",2172578,1153,4
"1183","2020-08","Africa","Gambia","GMB",2347696,2560,88
"1184","2020-08","Africa","Ghana","GHA",30417858,9063,101
"1185","2020-08","Africa","Guinea","GIN",12771246,2129,13
"1186","2020-08","Africa","Guinea_Bissau","GNB",1920917,224,8
"1187","2020-08","Africa","Kenya","KEN",52573967,14144,249
"1188","2020-08","Africa","Lesotho","LSO",2125267,462,18
"1189","2020-08","Africa","Liberia","LBR",4937374,123,9
"1190","2020-08","Africa","Libya","LBY",6777453,10201,161
"1191","2020-08","Africa","Madagascar","MDG",26969306,4095,86
"1192","2020-08","Africa","Malawi","MWI",18628749,1555,65
"1193","2020-08","Africa","Mali","MLI",19658023,251,2
"1194","2020-08","Africa","Mauritania","MRT",4525698,752,3
"1195","2020-08","Africa","Mauritius","MUS",1269670,2,0
"1196","2020-08","Africa","Morocco","MAR",36471766,38140,765
"1197","2020-08","Africa","Mozambique","MOZ",30366043,2013,12
"1198","2020-08","Africa","Namibia","NAM",2494524,5313,62
"1199","2020-08","Africa","Niger","NER",23310719,42,0
"1200","2020-08","Africa","Nigeria","NGA",200963603,11176,135
"1201","2020-08","Africa","Rwanda","RWA",12626938,2026,11
"1202","2020-08","Africa","Sao_Tome_and_Principe","STP",215048,26,0
"1203","2020-08","Africa","Senegal","SEN",16296362,3450,80
"1204","2020-08","Africa","Seychelles","SYC",97741,22,0
"1205","2020-08","Africa","Sierra_Leone","SLE",7813207,204,3
"1206","2020-08","Africa","Somalia","SOM",15442906,98,4
"1207","2020-08","Africa","South_Africa","ZAF",58558267,142887,6216
"1208","2020-08","Africa","South_Sudan","SSD",11062114,197,1
"1209","2020-08","Africa","Sudan","SDN",42813237,1693,98
"1210","2020-08","Africa","Togo","TGO",8082359,469,9
"1211","2020-08","Africa","Tunisia","TUN",11694721,2171,26
"1212","2020-08","Africa","Uganda","UGA",44269587,1781,28
"1213","2020-08","Africa","United_Republic_of_Tanzania","TZA",58005461,0,0
"1214","2020-08","Africa","Western_Sahara","ESH",582458,0,0
"1215","2020-08","Africa","Zambia","ZMB",17861034,6470,138
"1216","2020-08","Africa","Zimbabwe","ZWE",14645473,3320,143
"1217","2020-08","America","Anguilla","AIA",14872,0,0
"1218","2020-08","America","Antigua_and_Barbuda","ATG",97115,3,0
"1219","2020-08","America","Argentina","ARG",44780675,222243,5090
"1220","2020-08","America","Aruba","ABW",106310,1877,7
"1221","2020-08","America","Bahamas","BHS",389486,1659,29
"1222","2020-08","America","Barbados","BRB",287021,63,0
"1223","2020-08","America","Belize","BLZ",390351,946,11
"1224","2020-08","America","Bermuda","BMU",62508,13,0
"1225","2020-08","America","Bolivia","BOL",11513102,40734,2072
